date,open,high,low,close,volume,average,barCount,expiry,dataMonth
2023-02-01 10:15:00-08:00,4.121,4.121,4.121,4.121,0.0,4.121,0,202304,202302
2023-02-01 10:20:00-08:00,4.121,4.121,4.121,4.121,0.0,4.121,0,202304,202302
2023-02-01 10:25:00-08:00,4.121,4.121,4.121,4.121,0.0,4.121,0,202304,202302
2023-02-01 10:30:00-08:00,4.121,4.121,4.121,4.121,0.0,4.121,0,202304,202302
2023-02-01 10:35:00-08:00,4.121,4.121,4.121,4.121,0.0,4.121,0,202304,202302
2023-02-01 10:40:00-08:00,4.121,4.121,4.121,4.121,0.0,4.121,0,202304,202302
2023-02-01 10:45:00-08:00,4.121,4.121,4.121,4.121,0.0,4.121,0,202304,202302
2023-02-01 10:50:00-08:00,4.121,4.121,4.121,4.121,0.0,4.121,0,202304,202302
2023-02-01 10:55:00-08:00,4.121,4.121,4.121,4.121,0.0,4.121,0,202304,202302
2023-02-01 11:00:00-08:00,4.121,4.121,4.121,4.121,0.0,4.121,0,202304,202302
2023-02-01 11:05:00-08:00,4.121,4.121,4.121,4.121,0.0,4.121,0,202304,202302
2023-02-01 11:10:00-08:00,4.121,4.121,4.121,4.121,0.0,4.121,0,202304,202302
2023-02-01 11:15:00-08:00,4.121,4.121,4.121,4.121,0.0,4.121,0,202304,202302
2023-02-01 11:20:00-08:00,4.121,4.121,4.121,4.121,0.0,4.121,0,202304,202302
2023-02-01 11:25:00-08:00,4.121,4.121,4.121,4.121,0.0,4.121,0,202304,202302
2023-02-01 11:30:00-08:00,4.121,4.121,4.121,4.121,0.0,4.121,0,202304,202302
2023-02-01 11:35:00-08:00,4.121,4.121,4.121,4.121,0.0,4.121,0,202304,202302
2023-02-01 11:40:00-08:00,4.121,4.121,4.121,4.121,0.0,4.121,0,202304,202302
2023-02-01 11:45:00-08:00,4.121,4.121,4.121,4.121,0.0,4.121,0,202304,202302
2023-02-01 11:50:00-08:00,4.121,4.121,4.121,4.121,0.0,4.121,0,202304,202302
2023-02-01 11:55:00-08:00,4.121,4.121,4.121,4.121,0.0,4.121,0,202304,202302
2023-02-01 12:00:00-08:00,4.121,4.121,4.121,4.121,0.0,4.121,0,202304,202302
2023-02-01 12:05:00-08:00,4.121,4.121,4.121,4.121,0.0,4.121,0,202304,202302
2023-02-01 12:10:00-08:00,4.121,4.121,4.121,4.121,0.0,4.121,0,202304,202302
2023-02-01 12:15:00-08:00,4.121,4.121,4.121,4.121,0.0,4.121,0,202304,202302
2023-02-01 12:20:00-08:00,4.121,4.121,4.121,4.121,0.0,4.121,0,202304,202302
2023-02-01 12:25:00-08:00,4.121,4.121,4.121,4.121,0.0,4.121,0,202304,202302
2023-02-01 12:30:00-08:00,4.121,4.121,4.121,4.121,0.0,4.121,0,202304,202302
2023-02-01 12:35:00-08:00,4.121,4.121,4.121,4.121,0.0,4.121,0,202304,202302
2023-02-01 12:40:00-08:00,4.121,4.121,4.121,4.121,0.0,4.121,0,202304,202302
2023-02-01 12:45:00-08:00,4.121,4.121,4.121,4.121,0.0,4.121,0,202304,202302
2023-02-01 12:50:00-08:00,4.121,4.121,4.121,4.121,0.0,4.121,0,202304,202302
2023-02-01 12:55:00-08:00,4.121,4.121,4.121,4.121,0.0,4.121,0,202304,202302
2023-02-01 13:00:00-08:00,4.121,4.121,4.121,4.121,0.0,4.121,0,202304,202302
2023-02-01 13:05:00-08:00,4.121,4.121,4.121,4.121,0.0,4.121,0,202304,202302
2023-02-01 13:10:00-08:00,4.121,4.121,4.121,4.121,0.0,4.121,0,202304,202302
2023-02-01 13:15:00-08:00,4.121,4.121,4.121,4.121,0.0,4.121,0,202304,202302
2023-02-01 13:20:00-08:00,4.121,4.121,4.121,4.121,0.0,4.121,0,202304,202302
2023-02-01 13:25:00-08:00,4.121,4.121,4.121,4.121,0.0,4.121,0,202304,202302
2023-02-01 13:30:00-08:00,4.121,4.121,4.121,4.121,0.0,4.121,0,202304,202302
2023-02-01 13:35:00-08:00,4.121,4.121,4.121,4.121,0.0,4.121,0,202304,202302
2023-02-01 13:40:00-08:00,4.121,4.121,4.121,4.121,0.0,4.121,0,202304,202302
2023-02-01 13:45:00-08:00,4.121,4.121,4.121,4.121,0.0,4.121,0,202304,202302
2023-02-01 13:50:00-08:00,4.121,4.121,4.121,4.121,0.0,4.121,0,202304,202302
2023-02-01 13:55:00-08:00,4.121,4.121,4.121,4.121,0.0,4.121,0,202304,202302
